id,verbo
1958,salar
1959,saldar
1960,salir
1961,salivar
1962,salpicar
1963,saltar
1964,saludar
1965,salvaguardar
1966,salvar
1967,sanar
1968,sancionar
1969,sancochar
1970,sangrar
1971,saquear
1972,satisfacer
1973,sazonar
1974,secar
1975,secretar
1976,secuestrar
1977,secundar
1978,sedar
1979,seducir
1980,segar
1981,seguir
1982,seleccionar
1983,sellar
1984,sembrar
1985,sentar
1986,sentarse
1987,sentenciar
1988,sentir
1989,separar
1990,separarse
1991,sepultar
1992,ser
1993,sermonear
1994,serpentear
1995,serrar
1996,servir
1997,señalar
1998,significar
1999,silbar
2000,simbolizar
2001,simplificar
2002,simular
2003,sincopar
2004,sisear
2005,sitiar
2006,situar
2007,sobornar
2008,sobrar
2009,sobrellevar
2010,sobrepasar
2011,sobreponer
2012,sobresaltar
2013,sobrevenir
2014,sobrevivir
2015,socavar
2016,socorrer
2017,solapar
2018,soldar
2019,soler
2020,solicitar
2021,soltar
2022,solucionar
2023,sombrear
2024,someter
2025,sonar
2026,sondar
2027,sondear
2028,sonreír
2029,soplar
2030,soportar
2031,sorber
2032,sorprender
2033,sospechar
2034,sostener
2035,soñar
2036,subastar
2037,subdividir
2038,subestimar
2039,subir
2040,sublimar
2041,subordinar
2042,subrayar
2043,subscribir
2044,subsistir
2045,subvencionar
2046,suceder
2047,sucumbir
2048,sudar
2049,sufrir
2050,sugerir
2051,sujetar
2052,sumar
2053,sumergir
2054,suministrar
2055,superar
2056,supervisar
2057,suplantar
2058,suplicar
2059,suponer
2060,suprimir
2061,surgir
2062,surtir
2063,suscribir
2064,suspender
2065,suspirar
2066,sustentar
2067,sustituir
2068,sustraer
2069,tabletear
2070,tachonar
2071,taladrar
2072,tallar
2073,tambalear
2074,tamborilear
2075,tapar
2076,tapiar
2077,taponar
2078,tararear
2079,tardar
2080,tartamudear
2081,tasar
2082,tatuar
2083,teclear
2084,tejer
2085,telefonear
2086,televisar
2087,temblar
2088,temer
2089,temperar
2090,templar
2091,tender
2092,tener
2093,tensar
2094,tentar
2095,terminar
2096,teñir
2097,timar
2098,timbrar
2099,tintinear
2100,tirar
2101,tiritar
2102,titilar
2103,titular
2104,tocar
2105,tolerar
2106,tomar
2107,tontear
2108,topetar
2109,torcer
2110,tornear
2111,torpedear
2112,torturar
2113,toser
2114,tostar
2115,trabajar
2116,trabar
2117,traducir
2118,traer
2119,traficar
2120,tragar
2121,traicionar
2122,trajinar
2123,tramar
2124,tranquilizar
2125,transar
2126,transbordar
2127,transcribir
2128,transcurrir
2129,transferir
2130,transfigurar
2131,transformar
2132,transmitir
2133,transpirar
2134,transponer
2135,transportar
2136,traquetear
2137,trasladar
2138,traspasar
2139,trasplantar
2140,trasquilar
2141,trastornar
2142,tratar
2143,trazar
2144,trepar
2145,trillar
2146,trinar
2147,trinchar
2148,tripular
2149,triturar
2150,triunfar
2151,trocar
2152,trocear
2153,tronar
2154,tropezar
2155,trotar
2156,tumbar
2157,tundir
2158,turbar
2159,turnar
2160,tutear
2161,ubicar
2162,ulcerar
2163,ultimar
2164,ultrajar
2165,ulular
2166,unificar
2167,unir
2168,untar
2169,usar
2170,usurpar
2171,utilizar
2172,vaciar
2173,vacilar
2174,vacunar
2175,vadear
2176,vagabundear
2177,vagar
2178,valer
2179,validar
2180,vallar
2181,valorar
2182,valsar
2183,vapulear
2184,varar
2185,variar
2186,vaticinar
2187,vedar
2188,vegetar
2189,vejar
2190,vencer
2191,vendar
2192,vender
2193,venerar
2194,vengar
2195,venir
2196,ventilar
2197,ver
2198,veranear
2199,verificar
2200,vestir
2201,vestirse
2202,vetar
2203,viajar
2204,vibrar
2205,vigilar
2206,vilipendiar
2207,vincular
2208,violar
2209,virar
2210,visitar
2211,visualizar
2212,vitorear
2213,vivir
2214,vocear
2215,vociferar
2216,volar
2217,volcar
2218,voltear
2219,volver
2220,volverse
2221,vomitar
2222,votar
2223,yacer
2224,zanganear
2225,zanjar
2226,zarandear
2227,zigzaguear
2228,zumbar
2229,zurcir
